sentence_number	batch_bertscore	prompt_bertscore	temp_bertscore	bertscore_f1	batch_chrf	prompt_chrf	temp_chrf	CHRF	batch_comet	prompt_comet	temp_comet	COMET
128	1.0	prompt3	0.15	0.9999998807907104	1.0	prompt3	0.15	100.0	5.0	prompt3	0.45	0.990500032901764
129	1.0	prompt4	0.6	0.8849140405654907	1.0	prompt4	0.6	69.78557641800109	1.0	prompt4	0.6	0.9127894043922424
130	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9943715929985046
131	5.0	prompt3	0.75	0.9493067264556884	5.0	prompt3	0.75	90.76409421825484	5.0	prompt3	0.75	0.874092161655426
132	1.0	prompt2	0.0	1.0	1.0	prompt2	0.0	100.0	1.0	prompt2	0.0	0.9835573434829712
133	5.0	prompt4	0.75	0.8795740008354187	5.0	prompt4	0.75	55.35122372735237	1.0	prompt2	0.6	0.8579201698303223
134	5.0	prompt4	0.75	0.8200963139533997	5.0	prompt4	0.75	42.60825843317173	5.0	prompt4	0.75	0.9251204133033752
135	1.0	prompt3	0.15	0.8485444784164429	1.0	prompt3	0.15	44.63203161110588	1.0	prompt3	0.15	0.8791147470474243
136	1.0	prompt3	0.15	0.805300772190094	1.0	prompt3	0.15	37.768161388446	1.0	prompt3	0.15	0.9344386458396912
137	1.0	prompt4	0.6	0.8849140405654907	1.0	prompt4	0.6	69.78557641800109	1.0	prompt4	0.6	0.9127894043922424
138	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9943715929985046
139	1.0	prompt3	0.15	0.8573178648948669	2.0	prompt4	0.6	55.18756734202621	2.0	prompt4	0.6	0.912440836429596
140	2.0	prompt4	0.6	0.8769947290420532	2.0	prompt3	0.6	63.22185845200738	1.0	prompt1	0.75	0.823577344417572
141	1.0	prompt3	0.15	0.9999999403953552	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9907280206680298
142	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	5.0	prompt3	0.45	0.9854109883308412
143	1.0	prompt0	0.15	0.9999998807907104	1.0	prompt0	0.15	100.0	1.0	prompt0	0.15	0.9841635227203369
144	1.0	prompt0	0.15	0.7676965594291687	1.0	prompt0	0.15	16.55015753961552	4.0	prompt0	0.75	0.7973206639289856
145	1.0	prompt3	0.15	0.9999999403953552	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9877792000770569
146	1.0	prompt4	0.6	0.8849140405654907	1.0	prompt4	0.6	69.78557641800109	1.0	prompt4	0.6	0.9127894043922424
147	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9943715929985046
148	2.0	prompt2	0.6	0.8898575305938721	2.0	prompt2	0.6	88.28633378413055	2.0	prompt2	0.6	0.9226426482200624
149	3.0	prompt0	0.75	0.9226905107498168	1.0	prompt2	0.75	73.68173825112885	3.0	prompt0	0.75	0.9399599432945251
150	4.0	prompt3	0.75	0.9895464777946472	4.0	prompt3	0.75	99.35079165587334	5.0	prompt4	0.45	0.9589990973472596
151	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9866815805435181
152	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9891265630722046
153	1.0	prompt3	0.15	0.7587573528289795	1.0	prompt3	0.15	62.06647041588435	1.0	prompt3	0.15	0.8396087884902954
154	1.0	prompt3	0.15	0.9999998807907104	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9898729920387268
155	1.0	prompt3	0.15	0.9999998807907104	1.0	prompt3	0.15	100.0	5.0	prompt3	0.45	0.990500032901764
156	1.0	prompt4	0.6	0.8849140405654907	1.0	prompt4	0.6	69.78557641800109	1.0	prompt4	0.6	0.9127894043922424
157	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9943715929985046
158	1.0	prompt3	0.15	0.9475446343421936	1.0	prompt3	0.15	73.66846984708924	1.0	prompt4	0.3	0.9110257029533386
159	5.0	prompt4	0.6	0.9194487929344176	2.0	prompt4	0.6	68.35707328379637	2.0	prompt4	0.6	0.9247395396232604
160	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9824785590171814
161	1.0	prompt2	0.0	1.0	1.0	prompt2	0.0	100.0	1.0	prompt2	0.0	0.9835573434829712
162	5.0	prompt3	0.75	0.9572784900665284	1.0	prompt2	0.45	83.03950523990463	5.0	prompt3	0.75	0.936875343322754
163	1.0	prompt0	0.6	0.8577298521995544	5.0	prompt1	0.6	69.24788525034606	5.0	prompt3	0.75	0.8813075423240662
164	1.0	prompt3	0.15	0.9999999403953552	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9878422617912292
165	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9813385009765625
166	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9883447289466858
167	1.0	prompt3	0.15	0.886623740196228	1.0	prompt3	0.15	19.755838517863427	1.0	prompt3	0.15	0.9026514887809753
168	1.0	prompt3	0.15	0.8985819816589355	1.0	prompt3	0.15	67.23185459091977	1.0	prompt3	0.15	0.9626121520996094
169	1.0	prompt4	0.6	0.8849140405654907	1.0	prompt4	0.6	69.78557641800109	1.0	prompt4	0.6	0.9127894043922424
170	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9943715929985046
171	3.0	prompt4	0.75	0.8320235013961792	1.0	prompt4	0.75	60.82290945917672	1.0	prompt4	0.6	0.8742640018463135
172	5.0	prompt4	0.6	0.8699822425842285	5.0	prompt4	0.6	60.89638341963172	5.0	prompt4	0.6	0.8850051760673523
173	1.0	prompt0	0.3	0.8825859427452087	1.0	prompt1	0.75	74.85681377750186	1.0	prompt1	0.6	0.8796786665916443
174	1.0	prompt0	0.3	0.8811398148536682	1.0	prompt1	0.75	73.88354155880799	1.0	prompt1	0.6	0.8364847898483276
175	5.0	prompt1	0.45	0.8448236584663391	5.0	prompt1	0.45	53.45652971182359	3.0	prompt1	0.6	0.9053472876548768
176	1.0	prompt4	0.6	0.8849140405654907	1.0	prompt4	0.6	69.78557641800109	1.0	prompt4	0.6	0.9127894043922424
177	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9943715929985046
178	1.0	prompt4	0.75	0.8754698038101196	2.0	prompt4	0.6	68.70172145263956	2.0	prompt4	0.6	0.9345119595527648
179	1.0	prompt0	0.75	0.7942709922790527	1.0	prompt0	0.75	61.80917497835987	1.0	prompt0	0.75	0.7961914539337158
180	1.0	prompt2	0.0	1.0	1.0	prompt2	0.0	100.0	1.0	prompt2	0.0	0.9835573434829712
181	2.0	prompt3	0.75	0.9195600152015686	2.0	prompt3	0.75	76.38440916916666	2.0	prompt3	0.75	0.8933880925178528
182	1.0	prompt3	0.15	1.0000001192092896	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9890469908714294
183	5.0	prompt1	0.3	1.0	5.0	prompt1	0.3	100.0	5.0	prompt1	0.3	0.9795641899108888
184		prompt0	0.0	0.9031888842582705	1.0	prompt3	0.15	56.70997971803937	1.0	prompt3	0.15	0.9277299642562866
185	2.0	prompt2	0.6	0.8557376265525818	2.0	prompt2	0.6	39.01737980673278	1.0	prompt3	0.6	0.8731910586357117
186	1.0	prompt3	0.6	0.8694291114807129	1.0	prompt3	0.6	46.31687757300587	1.0	prompt3	0.6	0.879754364490509
187	5.0	prompt1	0.75	1.0	5.0	prompt1	0.75	100.0	5.0	prompt1	0.75	0.9910022616386414
188	1.0	prompt4	0.6	0.8849140405654907	1.0	prompt4	0.6	69.78557641800109	1.0	prompt4	0.6	0.9127894043922424
189	1.0	prompt3	0.15	1.0	1.0	prompt3	0.15	100.0	1.0	prompt3	0.15	0.9943715929985046
190	1.0	prompt3	0.15	0.8498848676681519	1.0	prompt4	0.75	56.2250847968815	1.0	prompt4	0.75	0.9071826338768005
191	5.0	prompt3	0.6	0.882187008857727	5.0	prompt1	0.75	67.71244525873936	4.0	prompt0	0.75	0.8526861071586609
