sentence_number	prompt_temp	prompt	temperature	bertscore_f1	bertscore_f1	CHRF_normalized	CHRF_normalized	COMET	COMET
				mean	var	mean	var	mean	var
8	p0_0.0	prompt0	0.0	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p1_0.0	prompt1	0.0	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p2_0.0	prompt2	0.0	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p3_0.0	prompt3	0.0	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p4_0.0	prompt4	0.0	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p0_0.15	prompt0	0.15	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p1_0.15	prompt1	0.15	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p2_0.15	prompt2	0.15	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p3_0.15	prompt3	0.15	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p4_0.15	prompt4	0.15	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p0_0.3	prompt0	0.3	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p1_0.3	prompt1	0.3	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p2_0.3	prompt2	0.3	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p3_0.3	prompt3	0.3	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p4_0.3	prompt4	0.3	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p0_0.45	prompt0	0.45	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p1_0.45	prompt1	0.45	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p2_0.45	prompt2	0.45	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p3_0.45	prompt3	0.45	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p4_0.45	prompt4	0.45	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p0_0.6	prompt0	0.6	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p1_0.6	prompt1	0.6	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p2_0.6	prompt2	0.6	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p3_0.6	prompt3	0.6	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p4_0.6	prompt4	0.6	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p0_0.75	prompt0	0.75	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
8	p1_0.75	prompt1	0.75	0.8230860829353333	0.0	0.6467395077413666	0.0	0.9529666900634766	0.0
