sentence_number	prompt_temp	prompt	temperature	bertscore_f1	bertscore_f1	CHRF_normalized	CHRF_normalized	COMET	COMET
				mean	var	mean	var	mean	var
1	prompt0_0.3	prompt0	0.3	0.9806898832321169	0.0	0.8679387547974577	0.0	0.928398072719574	0.0
1	prompt1_0.3	prompt1	0.3	0.9806898832321169	0.0	0.8679387547974577	0.0	0.928398072719574	0.0
1	prompt2_0.3	prompt2	0.3	0.9806898832321169	0.0	0.8679387547974577	0.0	0.928398072719574	0.0
1	prompt3_0.3	prompt3	0.3	0.9806898832321169	0.0	0.8679387547974577	0.0	0.928398072719574	0.0
1	prompt4_0.3	prompt4	0.3	0.9806898832321169	0.0	0.8679387547974577	0.0	0.928398072719574	0.0
1	prompt0_0.45	prompt0	0.45	0.9695626020431518	0.0006190819332914587	0.859054309949844	0.0003946668012514486	0.9274799942970275	4.214339949726322e-06
1	prompt1_0.45	prompt1	0.45	0.9695626020431518	0.0006190819332914585	0.859054309949844	0.0003946668012514489	0.9274799942970275	4.214339949726354e-06
1	prompt2_0.45	prompt2	0.45	0.9642025470733643	0.0010983465744882157	0.8211261243647542	0.011664265277219189	0.9227682471275329	7.260018257397902e-05
1	prompt3_0.45	prompt3	0.45	0.9793086409568786	9.539151114524322e-06	0.8691175543250562	6.947841631332423e-06	0.9266096949577332	1.5991475095233475e-05
1	prompt4_0.45	prompt4	0.45	0.9703736424446106	0.0007584912172998078	0.8728361907683102	0.005734406843706991	0.9283443808555603	9.738118893310094e-06
1	prompt0_0.6	prompt0	0.6	0.9459421634674072	0.0011314115468028523	0.8186724010756954	0.008126817719095656	0.9250887632369995	2.1105710054314688e-05
1	prompt1_0.6	prompt1	0.6	0.9711376667022705	0.0006675489554492509	0.8870080921461986	0.0024807025275430466	0.9284632563591003	8.283877187054407e-06
1	prompt2_0.6	prompt2	0.6	0.9822649478912353	4.651553775758095e-06	0.8958925369938123	0.0014651511357773048	0.9293813347816468	1.8127580300844444e-06
1	prompt3_0.6	prompt3	0.6	0.967158854007721	0.0012051046023966406	0.8479011070335103	0.016334892834954925	0.9255398869514465	8.503923997800197e-05
1	prompt4_0.6	prompt4	0.6	0.9592463612556458	0.0010905938704521398	0.8639517459206966	0.006237851144402843	0.9274263024330139	1.3829225488493463e-05
1	prompt0_0.75	prompt0	0.75	0.9790381193161011	1.364162017125685e-05	0.8631504950895554	0.00011463715515160354	0.9261041760444642	2.630980978039992e-05
1	prompt1_0.75	prompt1	0.75	0.9536924839019776	0.0013989081470267483	0.7968909786116536	0.011407594691969872	0.9235196709632874	6.920146336142343e-05
1	prompt2_0.75	prompt2	0.75	0.962377953529358	0.001864651895039416	0.8229227899001522	0.02043889452591873	0.9230969429016114	0.0001761086490937202
1	prompt3_0.75	prompt3	0.75	0.9642338037490845	0.0013540127597593756	0.8208203586170573	0.011100716293065919	0.9234841108322144	0.00012073510715211436
1	prompt4_0.75	prompt4	0.75	0.9613743424415588	0.0018138632296711469	0.8027826264640142	0.016681742328342616	0.9223686337471009	0.0001646329245204473
2	prompt0_0.0	prompt0	0.0	0.8624629378318787	0.0	0.6599624789767318	0.0	0.8766531944274902	0.0
2	prompt1_0.0	prompt1	0.0	0.9109439015388489	2.854120594974963e-07	0.7942587330804982	2.8072659529962475e-05	0.9238183498382568	0.00010145805307004722
2	prompt2_0.0	prompt2	0.0	0.8624629378318787	0.0	0.6599624789767318	0.0	0.8766531944274902	0.0
2	prompt3_0.0	prompt3	0.0	0.8624629378318787	0.0	0.6599624789767318	0.0	0.8766531944274902	0.0
2	prompt4_0.0	prompt4	0.0	0.8722069144248963	0.0004747253992263727	0.6863478297275972	0.003480933671230985	0.8869871497154236	0.0005339531594650285
2	prompt0_0.15	prompt0	0.15	0.8719679951667786	0.0004517305746986719	0.6887173300770364	0.004134207309003457	0.8824825286865234	0.00016990568951769092
2	prompt1_0.15	prompt1	0.15	0.9014388442039489	0.0004747253992263724	0.7655038819801936	0.0034809336712309804	0.9179890155792236	0.0005339531594650282
2	prompt2_0.15	prompt2	0.15	0.8624629378318787	0.0	0.6599624789767318	0.0	0.8766531944274902	0.0
2	prompt3_0.15	prompt3	0.15	0.8863367676734925	0.000579299886044282	0.7256002816435271	0.004822272444662938	0.8993054270744324	0.0005015838973314148
2	prompt4_0.15	prompt4	0.15	0.882493007183075	0.0006871457124020706	0.7130508010142831	0.0051800022746538365	0.9001397609710693	0.0006950145228071137
2	prompt0_0.3	prompt0	0.3	0.863547170162201	2.20417452396764e-06	0.6605977200483727	7.56621035811645e-07	0.8822905063629151	5.9586160982405386e-05
2	prompt1_0.3	prompt1	0.3	0.8765927910804748	0.0004487768851106467	0.6992149308926616	0.003930563052515185	0.888971471786499	0.0002858720564972828
2	prompt2_0.3	prompt2	0.3	0.863547170162201	2.204174523967602e-06	0.6605977200483727	7.566210358116892e-07	0.8822905063629151	5.958616098240558e-05
2	prompt3_0.3	prompt3	0.3	0.882493007183075	0.000687145712402071	0.7130508010142831	0.00518000227465384	0.9001397609710693	0.0006950145228071134
2	prompt4_0.3	prompt4	0.3	0.9019809603691101	0.0004233711766687523	0.7658215025160141	0.003397632792821844	0.920807671546936	0.00028239861936256726
2	prompt0_0.45	prompt0	0.45	0.8923012614250183	0.0006134998664251157	0.7444927729998475	0.005756233137064069	0.9042831301689148	0.00023724925508545862
2	prompt1_0.45	prompt1	0.45	0.9009610056877136	0.00046351339902201967	0.7702428826790719	0.0038356431496471806	0.9089797735214233	0.0004533874775614064
2	prompt2_0.45	prompt2	0.45	0.8914559483528137	0.0007007333926054564	0.7414880315787673	0.005562073655497689	0.9031504392623901	0.0006696350307588965
2	prompt3_0.45	prompt3	0.45	0.8738332629203797	0.00043731181957014093	0.6873006913350587	0.003418836322942036	0.8954431176185608	0.000375080334879385
2	prompt4_0.45	prompt4	0.45	0.886471176147461	0.0005256580804797289	0.7159262684352188	0.005605476812269788	0.903465473651886	0.00023749164420934184
2	prompt0_0.6	prompt0	0.6	0.8722069144248963	0.0004747253992263727	0.6863478297275972	0.003480933671230985	0.8869871497154236	0.0005339531594650285
2	prompt1_0.6	prompt1	0.6	0.8917591452598572	0.0006517352858040217	0.744175152464027	0.005822597909229961	0.9014644742012023	0.0003723613022657442
2	prompt2_0.6	prompt2	0.6	0.8923294901847839	0.0007476293900012373	0.7520705952822875	0.007455461733013135	0.9041106343269348	0.0007346712550912568
2	prompt3_0.6	prompt3	0.6	0.8722360491752624	0.0004531081299987245	0.6886155947714002	0.004146163454014813	0.8912464022636414	0.00010658640963541207
2	prompt4_0.6	prompt4	0.6	0.863929545879364	7.759285803494699e-05	0.6638948617636831	0.002123737254548266	0.8808202028274537	0.0008189878126810151
2	prompt0_0.75	prompt0	0.75	0.8623854994773865	1.2100370707912588e-05	0.6595443858572276	7.97698847793678e-06	0.8808943152427673	8.900982136665896e-05
2	prompt1_0.75	prompt1	0.75	0.8925860166549683	0.0006252084590087753	0.7545256845641375	0.0037547209716676444	0.9066519141197205	0.0004989880701966598
2	prompt2_0.75	prompt2	0.75	0.863547170162201	2.20417452396764e-06	0.6605977200483727	7.56621035811645e-07	0.8822905063629151	5.9586160982405386e-05
2	prompt3_0.75	prompt3	0.75	0.8932795405387879	0.0006088364209062999	0.751868372858428	0.0035111249891687196	0.9127235651016236	0.0005365456786094567
2	prompt4_0.75	prompt4	0.75	0.8939613699913025	0.0006587294196851445	0.738731577841093	0.006732721179519984	0.9029874324798584	0.0018116093093432542
3	prompt0_0.0	prompt0	0.0	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt1_0.0	prompt1	0.0	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt2_0.0	prompt2	0.0	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt3_0.0	prompt3	0.0	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt4_0.0	prompt4	0.0	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt0_0.15	prompt0	0.15	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt1_0.15	prompt1	0.15	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt2_0.15	prompt2	0.15	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt3_0.15	prompt3	0.15	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt4_0.15	prompt4	0.15	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt0_0.3	prompt0	0.3	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt1_0.3	prompt1	0.3	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt2_0.3	prompt2	0.3	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt3_0.3	prompt3	0.3	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt4_0.3	prompt4	0.3	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt0_0.45	prompt0	0.45	0.8277359247207642	8.70844008389332e-06	0.6056417765218944	0.0	0.9131736636161805	1.7416404894277857e-06
3	prompt1_0.45	prompt1	0.45	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt2_0.45	prompt2	0.45	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt3_0.45	prompt3	0.45	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt4_0.45	prompt4	0.45	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt0_0.6	prompt0	0.6	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt1_0.6	prompt1	0.6	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt2_0.6	prompt2	0.6	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt3_0.6	prompt3	0.6	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt4_0.6	prompt4	0.6	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt0_0.75	prompt0	0.75	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt1_0.75	prompt1	0.75	0.8277359247207642	8.708440083893274e-06	0.6056417765218944	0.0	0.9131736636161805	1.7416404894277175e-06
3	prompt2_0.75	prompt2	0.75	0.8277359247207642	8.70844008389332e-06	0.6056417765218944	0.0	0.9131736636161805	1.7416404894277857e-06
3	prompt3_0.75	prompt3	0.75	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
3	prompt4_0.75	prompt4	0.75	0.8264161944389343	0.0	0.6056417765218944	0.0	0.9125834703445435	3.0814879110195774e-33
4	prompt0_0.0	prompt0	0.0	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt1_0.0	prompt1	0.0	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt2_0.0	prompt2	0.0	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt3_0.0	prompt3	0.0	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt4_0.0	prompt4	0.0	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt0_0.15	prompt0	0.15	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt1_0.15	prompt1	0.15	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt2_0.15	prompt2	0.15	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt3_0.15	prompt3	0.15	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt4_0.15	prompt4	0.15	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt0_0.3	prompt0	0.3	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt1_0.3	prompt1	0.3	0.849652111530304	3.139166160792692e-05	0.7231587430007947	1.7505935084869463e-05	0.8675072073936463	2.110535299664197e-05
4	prompt2_0.3	prompt2	0.3	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt3_0.3	prompt3	0.3	0.8597670912742614	0.00028950873048643177	0.7319980133357274	0.00024277378999807282	0.8703551054000854	3.1472082248739875e-06
4	prompt4_0.3	prompt4	0.3	0.8597670912742614	0.00028950873048643177	0.7319980133357274	0.00024277378999807233	0.8703551054000854	3.1472082248740426e-06
4	prompt0_0.45	prompt0	0.45	0.849652111530304	3.139166160792692e-05	0.7231587430007947	1.7505935084869463e-05	0.8675072073936463	2.110535299664197e-05
4	prompt1_0.45	prompt1	0.45	0.8673764109611511	0.0004342630957296477	0.7389661377605361	0.0003641606849971099	0.8711484789848327	4.7208123373110914e-06
4	prompt2_0.45	prompt2	0.45	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt3_0.45	prompt3	0.45	0.8512130737304687	5.335277814850784e-05	0.7240697071370356	2.5916580416946314e-05	0.8683328628540039	2.8754710960754366e-05
4	prompt4_0.45	prompt4	0.45	0.8521577715873718	0.0	0.7250298889109188	0.0	0.8695617318153381	0.0
4	prompt0_0.6	prompt0	0.6	0.8537710189819336	7.118782438908562e-06	0.7079653997832646	0.0018781500970010965	0.86959228515625	1.8794645728803432e-05
4	prompt1_0.6	prompt1	0.6	0.8563421964645386	0.0001618679741284268	0.7147458017164402	0.000435358696274451	0.8650349140167236	5.97186938684047e-05
4	prompt2_0.6	prompt2	0.6	0.8597670912742614	0.0002895087304864323	0.7319980133357274	0.00024277378999807285	0.8703551054000854	3.1472082248740426e-06
4	prompt3_0.6	prompt3	0.6	0.8514820694923401	1.35493027038081e-06	0.7245029195533911	3.62927475185136e-05	0.8683796525001526	1.4701496446889493e-05
4	prompt4_0.6	prompt4	0.6	0.8613280534744263	0.00027199709443763713	0.7329089774719683	0.00023105378966599652	0.8711807608604432	4.918109840090771e-06
4	prompt0_0.75	prompt0	0.75	0.8581564903259278	0.00017992313252150903	0.7316513341265707	0.00021921768371939806	0.8729396462440491	5.7051529438467696e-05
4	prompt1_0.75	prompt1	0.75	0.8563038825988769	8.595118259862057e-05	0.7329487744195354	0.00031354373849289076	0.8633571743965149	0.000192482663817373
4	prompt2_0.75	prompt2	0.75	0.8543946981430054	6.323843454509883e-05	0.7091969038637153	0.001130839067989277	0.8705603599548339	3.002080604375177e-06
4	prompt3_0.75	prompt3	0.75	0.8553516387939453	1.914265127282984e-05	0.7286135068233144	3.377793997689242e-05	0.8720814347267151	1.4260769707519198e-05
4	prompt4_0.75	prompt4	0.75	0.8679800271987915	0.0008762927632830046	0.7417780233441555	0.0007415909073157881	0.8766872763633728	0.00012713487296593938
5	prompt0_0.0	prompt0	0.0	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt1_0.0	prompt1	0.0	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt2_0.0	prompt2	0.0	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt3_0.0	prompt3	0.0	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt4_0.0	prompt4	0.0	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt0_0.15	prompt0	0.15	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt1_0.15	prompt1	0.15	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt2_0.15	prompt2	0.15	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt3_0.15	prompt3	0.15	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt4_0.15	prompt4	0.15	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt0_0.3	prompt0	0.3	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt1_0.3	prompt1	0.3	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt2_0.3	prompt2	0.3	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt3_0.3	prompt3	0.3	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt4_0.3	prompt4	0.3	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt0_0.45	prompt0	0.45	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt1_0.45	prompt1	0.45	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt2_0.45	prompt2	0.45	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt3_0.45	prompt3	0.45	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt4_0.45	prompt4	0.45	0.7927771806716919	0.0002559035930893572	0.4291454487567531	0.00013816085001334814	0.4538886725902557	0.00023444027827217514
5	prompt0_0.6	prompt0	0.6	0.7853817582130432	4.299810977670416e-06	0.41627662625029804	0.00031165182253323193	0.4592947006225586	1.0798352519891862e-05
5	prompt1_0.6	prompt1	0.6	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt2_0.6	prompt2	0.6	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt3_0.6	prompt3	0.6	0.787642776966095	0.0	0.4270274456946094	0.0	0.46144846081733704	7.703719777548943e-34
5	prompt4_0.6	prompt4	0.6	0.7956930279731751	0.0002061376165077181	0.4368662607346909	9.877606771297924e-05	0.45895448327064514	0.0003615982143987403
5	prompt0_0.75	prompt0	0.75	0.7935633659362793	0.0002411764572229913	0.43033275221378087	0.00012130139787612557	0.45417662262916564	0.00023926051737070897
5	prompt1_0.75	prompt1	0.75	0.7860704064369202	4.635654526907674e-06	0.4246528387805538	1.0572671243025738e-05	0.4608725607395172	6.21864186811598e-07
5	prompt2_0.75	prompt2	0.75	0.7868565917015076	3.090436351271819e-06	0.4258401422375816	7.048447495350408e-06	0.4611605107784271	4.1457612454106354e-07
5	prompt3_0.75	prompt3	0.75	0.7861464262008667	1.1195328062996159e-05	0.4172139078200453	0.00048152762807751874	0.46020315289497377	7.753959107503757e-06
5	prompt4_0.75	prompt4	0.75	0.788188898563385	1.4584244279092249e-05	0.41876230266182946	0.00023651865430432276	0.46145038604736327	1.0433884696681328e-06
6	prompt0_0.0	prompt0	0.0	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt1_0.0	prompt1	0.0	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt2_0.0	prompt2	0.0	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt3_0.0	prompt3	0.0	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt4_0.0	prompt4	0.0	0.9109190464019775	0.003701520769460124	0.8415793986156181	0.0020797806261178696	0.8880520939826966	0.011170861414282739
6	prompt0_0.15	prompt0	0.15	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt1_0.15	prompt1	0.15	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt2_0.15	prompt2	0.15	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt3_0.15	prompt3	0.15	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt4_0.15	prompt4	0.15	0.8565019845962525	0.005552281154190192	0.8007893937014938	0.0031196709391768085	0.7935180306434632	0.01675629212142411
6	prompt0_0.3	prompt0	0.3	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt1_0.3	prompt1	0.3	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt2_0.3	prompt2	0.3	0.8020849227905273	0.0	0.7599993887873693	0.0	0.6989839673042297	0.0
6	prompt3_0.3	prompt3	0.3	0.8159750699996948	0.0007034574674147365	0.7708130595238936	0.000374077702953301	0.7008376955986023	0.0009114317497875393
6	prompt4_0.3	prompt4	0.3	0.8892055630683899	0.004581917606123292	0.8220875035606193	0.0029856073714445786	0.8416372179985047	0.016457831444706982
6	prompt0_0.45	prompt0	0.45	0.8142583966255188	0.0007409673260561078	0.768925584185036	0.0003983848213866232	0.7084195971488952	0.000445155552827714
6	prompt1_0.45	prompt1	0.45	0.8139711260795593	0.000267412834357117	0.7708620423465546	0.000477554463538309	0.7224821209907532	0.002519592184017938
6	prompt2_0.45	prompt2	0.45	0.8055182695388794	2.210225605203675e-05	0.7637743394650848	2.6719223660970928e-05	0.6838201642036438	0.00043113923338751204
6	prompt3_0.45	prompt3	0.45	0.8038015961647034	1.473483736802456e-05	0.761886864126227	1.7812815773980558e-05	0.6914020657539368	0.0002874261555916742
